transaction_id,amount_usd,merchant_category,card_type,auth_method,channel,device_type,account_balance_usd,cvv_retry_count,velocity_score,merchant_risk_score,time_of_day_hour,day_of_week,error_text,category,retry_action_taken,delay_before_retry_min,outcome
txn_17725,494.3,Travel,RuPay,3D Secure,POS,Android Phone,5800.83,0,34.6,31.3,14,2,Gateway unreachable - network failure,network_error,retry_same_card,30,failed_again
txn_19122,86.97,Groceries,Visa,OTP,Online,Android Phone,8342.81,0,30.3,40.1,21,2,Gateway timeout - issuing bank unreachable,bank_timeout,retry_upi,0,recovered
txn_05514,31.0,Groceries,Mastercard,3D Secure,POS,Mac,1059.6,0,9.2,48.7,20,6,"Card no longer valid, expiry passed",card_expired,retry_upi,0,failed_again
txn_01490,14.68,Online Retail,Mastercard,PIN,In-App,Android Phone,2560.94,0,0.6,28.6,20,2,Transaction blocked - suspicious activity detected,risk_block,retry_wallet,30,failed_again
txn_11626,33.6,Healthcare,Mastercard,3D Secure,In-App,Android Phone,1155.58,1,33.8,51.5,23,0,Card flagged for review - high risk score,risk_block,delay_2hr_retry,0,failed_again
txn_09438,27.26,Gift Cards,Visa,No Authentication,Online,POS Terminal,3247.57,0,54.6,60.7,22,0,OTP verification failed - incorrect code entered,otp_fail,retry_same_card,30,recovered
txn_19884,322.98,Travel,Visa,Biometric,POS,iPhone,756.85,1,11.4,36.6,2,1,Gateway unreachable - network failure,network_error,delay_2hr_retry,30,recovered
txn_02468,34.53,Groceries,Visa,Biometric,Online,Android Phone,517.58,0,26.8,31.5,23,4,Card expired - decline code 54,card_expired,delay_2hr_retry,30,failed_again
txn_09743,102.28,Gaming,Visa,PIN,Online,Android Phone,1074.34,1,42.4,49.6,15,6,Card flagged for review - high risk score,risk_block,retry_upi,120,failed_again
txn_07054,2.75,Groceries,Mastercard,PIN,Contactless,Mac,2475.36,1,31.8,54.2,15,0,Connection timeout during authorization,bank_timeout,delay_2hr_retry,0,failed_again
txn_02027,32.29,Electronics,Visa,No Authentication,Contactless,iPhone,1814.27,0,39.3,46.8,13,1,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,360,failed_again
txn_02813,157.93,Groceries,Visa,No Authentication,Contactless,Android Phone,632.87,1,29.6,31.1,12,1,Bank server did not respond in time,bank_timeout,retry_upi,360,failed_again
txn_10250,23.95,Restaurants,Visa,PIN,POS,Windows PC,6565.68,0,15.3,52.8,22,2,NPCI: UPI PIN retries exceeded,otp_fail,retry_upi,360,recovered
txn_14993,23.69,Groceries,Amex,3D Secure,POS,Android Phone,1323.41,0,19.5,39.9,3,4,NPCI: UPI PIN retries exceeded,otp_fail,no_retry,0,failed_again
txn_09017,34.43,Electronics,Visa,Biometric,POS,POS Terminal,4507.14,0,10.8,61.3,21,2,Gateway timeout - issuing bank unreachable,bank_timeout,no_retry,0,failed_again
txn_12385,9.45,Online Retail,Discover,3D Secure,ATM,Windows PC,1481.76,0,20.6,41.9,2,5,Customer authentication failed - OTP mismatch,otp_fail,no_retry,360,failed_again
txn_08855,57.15,Restaurants,Visa,3D Secure,Contactless,iPhone,3752.08,0,21.2,32.8,20,0,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_same_card,360,failed_again
txn_14649,43.92,Online Retail,Mastercard,PIN,Contactless,iPhone,4878.86,0,16.3,50.1,1,3,"Issuer server not responding, request expired",bank_timeout,delay_2hr_retry,120,failed_again
txn_16527,58.44,Online Retail,Mastercard,Biometric,Online,Windows PC,2806.9,1,2.4,25.9,4,1,Network error - request could not be completed,network_error,delay_2hr_retry,30,recovered
txn_11567,41.54,Fuel,Visa,No Authentication,In-App,Android Phone,4380.31,1,0.6,22.7,14,1,Expiry date validation failed,card_expired,delay_2hr_retry,30,failed_again
txn_16207,19.36,Groceries,Visa,PIN,Contactless,Windows PC,3970.51,0,28.7,48.6,6,4,NPCI: UPI PIN retries exceeded,otp_fail,retry_wallet,360,failed_again
txn_17834,49.33,Online Retail,Mastercard,3D Secure,Contactless,Tablet,3717.39,1,37.2,46.5,7,0,Bank server did not respond in time,bank_timeout,retry_same_card,0,failed_again
txn_00380,214.42,Gaming,Mastercard,3D Secure,Contactless,iPhone,3965.14,0,27.9,52.1,17,5,Gateway unreachable - network failure,network_error,retry_upi,120,recovered
txn_16773,25.03,Online Retail,Visa,Biometric,Contactless,POS Terminal,4877.19,0,30.0,27.5,9,0,Network error - request could not be completed,network_error,retry_upi,360,recovered
txn_01528,52.46,Utilities,Mastercard,OTP,POS,iPhone,3710.19,0,17.7,9.2,22,4,Decline code 51: Not enough balance,insufficient_funds,retry_wallet,360,failed_again
txn_07899,653.04,Crypto Exchange,Visa,PIN,In-App,iPhone,3576.46,0,27.6,82.5,6,3,Card flagged for review - high risk score,risk_block,retry_wallet,120,failed_again
txn_06562,109.14,Electronics,Amex,3D Secure,ATM,iPhone,2006.54,1,12.5,55.9,0,1,Expiry date validation failed,card_expired,retry_upi,360,failed_again
txn_02389,89.23,Fuel,Mastercard,Biometric,In-App,Windows PC,4900.09,0,30.2,55.9,15,5,Gateway unreachable - network failure,network_error,retry_upi,120,recovered
txn_09882,19.89,Travel,Visa,Biometric,In-App,iPhone,1321.94,0,38.7,35.8,20,3,Card flagged for review - high risk score,risk_block,no_retry,360,failed_again
txn_06691,1291.99,Electronics,Visa,Biometric,Online,Mac,1664.27,0,22.9,49.0,0,1,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,120,failed_again
txn_06921,48.86,Groceries,RuPay,3D Secure,Online,ATM Machine,2889.73,0,23.4,36.2,19,1,Available balance too low for this transaction,insufficient_funds,retry_upi,0,recovered
txn_19087,92.29,Travel,Mastercard,3D Secure,Online,Windows PC,343.03,0,51.6,30.6,2,2,Card flagged for review - high risk score,risk_block,retry_upi,360,failed_again
txn_15577,38.32,Groceries,Mastercard,OTP,POS,Android Phone,896.06,0,29.1,26.5,6,6,Do Not Honour - Insufficient funds,insufficient_funds,retry_same_card,30,recovered
txn_15468,14.71,Gift Cards,Visa,Biometric,Online,Windows PC,2918.03,0,16.7,79.7,5,3,Card flagged for review - high risk score,risk_block,delay_2hr_retry,120,failed_again
txn_10885,43.3,Gaming,Discover,PIN,Online,iPhone,1743.59,0,13.6,41.9,1,6,Card flagged for review - high risk score,risk_block,no_retry,0,failed_again
txn_17810,50.43,Online Retail,RuPay,3D Secure,ATM,Mac,483.55,0,19.9,49.7,8,0,Bank server did not respond in time,bank_timeout,retry_same_card,30,recovered
txn_08057,22.6,Online Retail,Mastercard,No Authentication,Contactless,Android Phone,1711.69,0,2.1,22.6,10,6,Gateway unreachable - network failure,network_error,retry_same_card,0,recovered
txn_15685,281.72,Groceries,Discover,3D Secure,POS,Android Phone,4132.36,0,17.6,10.7,21,6,Connection timeout during authorization,bank_timeout,retry_same_card,0,recovered
txn_12793,70.5,Gaming,Visa,3D Secure,ATM,iPhone,12226.03,1,34.8,71.2,8,4,Available balance too low for this transaction,insufficient_funds,no_retry,120,failed_again
txn_09290,25.63,Fuel,Mastercard,OTP,Contactless,Android Phone,1845.59,1,44.8,19.1,3,6,Card flagged for review - high risk score,risk_block,no_retry,0,failed_again
txn_06594,185.5,Travel,Mastercard,PIN,POS,POS Terminal,1056.45,0,22.3,22.4,1,5,Card expired - decline code 54,card_expired,delay_2hr_retry,360,failed_again
txn_04784,161.83,Electronics,Visa,No Authentication,Contactless,Mac,1281.26,0,0.0,50.2,17,3,Connection timeout during authorization,bank_timeout,retry_upi,0,failed_again
txn_03426,19.48,Utilities,Mastercard,3D Secure,Online,Mac,1405.21,0,13.5,13.6,18,2,Do Not Honour - Insufficient funds,insufficient_funds,no_retry,30,failed_again
txn_00912,139.47,Restaurants,Visa,3D Secure,Contactless,POS Terminal,1880.81,0,0.0,37.1,0,4,Decline code 51: Not enough balance,insufficient_funds,retry_upi,0,recovered
txn_19507,91.04,Groceries,Mastercard,OTP,Online,Windows PC,7734.83,0,19.2,11.9,8,6,Card expired - decline code 54,card_expired,retry_wallet,360,failed_again
txn_16325,61.34,Gaming,Visa,OTP,Contactless,iPhone,3065.93,0,29.9,72.8,4,4,Gateway unreachable - network failure,network_error,delay_2hr_retry,30,recovered
txn_14845,93.54,Electronics,Discover,3D Secure,POS,POS Terminal,426.18,0,16.0,38.4,22,3,Network error - request could not be completed,network_error,retry_same_card,120,recovered
txn_11659,166.44,Groceries,Mastercard,PIN,Online,iPhone,1423.75,0,14.7,31.3,18,3,Card flagged for review - high risk score,risk_block,no_retry,120,failed_again
txn_15656,292.08,Electronics,Visa,PIN,Online,Android Phone,6333.25,1,24.5,51.5,16,6,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,30,failed_again
txn_04985,23.31,Streaming,RuPay,3D Secure,Contactless,POS Terminal,1254.83,1,29.4,36.9,21,6,Card flagged for review - high risk score,risk_block,retry_upi,360,failed_again
txn_03770,757.46,Electronics,Mastercard,OTP,Online,Smart Watch,1177.59,0,0.4,55.8,4,5,"Card no longer valid, expiry passed",card_expired,retry_same_card,120,failed_again
txn_06089,63.44,Groceries,Mastercard,OTP,Online,Smart Watch,1113.42,0,26.5,60.2,9,5,Bank server did not respond in time,bank_timeout,no_retry,0,failed_again
txn_01982,125.1,Online Retail,Visa,3D Secure,POS,POS Terminal,2700.39,0,32.0,37.8,9,4,Connection reset before response received,network_error,retry_same_card,120,recovered
txn_06558,17.18,Gaming,Mastercard,Biometric,ATM,POS Terminal,1266.7,0,42.6,58.8,11,2,OTP verification failed - incorrect code entered,otp_fail,delay_2hr_retry,360,failed_again
txn_16405,87.54,Gift Cards,Visa,3D Secure,POS,POS Terminal,672.79,0,22.3,92.3,21,3,Card flagged for review - high risk score,risk_block,delay_2hr_retry,30,recovered
txn_05762,83.97,Travel,Mastercard,PIN,Contactless,Tablet,3583.04,0,40.8,35.3,20,5,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,360,failed_again
txn_14723,29.62,Online Retail,Mastercard,OTP,Online,POS Terminal,2271.37,0,20.7,42.6,19,1,NPCI: UPI PIN retries exceeded,otp_fail,delay_2hr_retry,0,recovered
txn_05835,52.31,Restaurants,Amex,Biometric,POS,iPhone,2539.19,1,14.6,10.8,11,0,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_same_card,360,recovered
txn_07354,30.91,Groceries,Mastercard,No Authentication,Online,Windows PC,3170.67,0,17.9,40.6,9,4,ISO8583 message parsing error,network_error,retry_upi,120,recovered
txn_07783,63.66,Groceries,Visa,3D Secure,POS,iPhone,8198.28,1,27.1,29.7,17,0,Connection reset before response received,network_error,no_retry,0,failed_again
txn_03785,88.21,Groceries,RuPay,No Authentication,POS,POS Terminal,659.69,1,12.9,53.8,9,6,Decline code 51: Not enough balance,insufficient_funds,retry_upi,120,failed_again
txn_18627,165.62,Online Retail,Mastercard,3D Secure,POS,iPhone,1168.9,0,17.2,31.5,11,0,Connection timeout during authorization,bank_timeout,retry_same_card,30,failed_again
txn_14327,119.23,Gaming,RuPay,Biometric,POS,iPhone,127.47,0,17.2,72.8,21,5,Available balance too low for this transaction,insufficient_funds,retry_wallet,120,failed_again
txn_01536,216.21,Online Retail,Visa,No Authentication,Online,Windows PC,10699.69,0,45.4,40.9,1,4,Transaction blocked - suspicious activity detected,risk_block,no_retry,120,failed_again
txn_13982,11.7,Utilities,Amex,PIN,Online,POS Terminal,2926.26,0,31.9,30.2,20,3,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,30,recovered
txn_13594,38.59,Online Retail,Visa,OTP,Online,iPhone,767.97,0,3.5,61.8,9,2,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,30,recovered
txn_05422,17.24,Streaming,RuPay,3D Secure,In-App,iPhone,1178.1,1,9.3,34.9,8,1,Transaction blocked - suspicious activity detected,risk_block,retry_upi,30,failed_again
txn_10993,461.02,Groceries,Visa,PIN,POS,POS Terminal,2025.68,0,20.4,27.7,0,4,OTP verification failed - incorrect code entered,otp_fail,retry_upi,0,failed_again
txn_05528,28.04,Gaming,Amex,OTP,Contactless,POS Terminal,809.94,0,37.4,71.0,17,2,Bank server did not respond in time,bank_timeout,delay_2hr_retry,0,recovered
txn_05184,188.21,Electronics,Mastercard,Biometric,Contactless,POS Terminal,9840.07,0,14.3,46.5,18,3,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,120,failed_again
txn_02606,7.55,Streaming,Mastercard,3D Secure,Contactless,Android Phone,438.83,0,12.9,33.1,2,5,Gateway unreachable - network failure,network_error,no_retry,120,failed_again
txn_08084,72.87,Online Retail,Visa,3D Secure,Online,Windows PC,1187.71,0,45.5,35.6,16,0,Connection reset before response received,network_error,delay_2hr_retry,30,recovered
txn_16410,52.93,Online Retail,Visa,3D Secure,Online,Windows PC,17715.51,1,17.5,21.9,4,4,Do Not Honour - Insufficient funds,insufficient_funds,retry_same_card,360,failed_again
txn_07192,135.99,Online Retail,Amex,OTP,ATM,POS Terminal,1089.82,1,0.0,35.4,8,3,Network error - request could not be completed,network_error,no_retry,120,failed_again
txn_07538,29.01,Online Retail,Visa,PIN,Online,Mac,1600.21,0,38.7,10.9,3,1,ISO8583 message parsing error,network_error,delay_2hr_retry,0,failed_again
txn_04521,6.85,Streaming,Mastercard,OTP,Online,Mac,453.27,0,12.2,40.6,17,3,Available balance too low for this transaction,insufficient_funds,retry_wallet,0,recovered
txn_07900,673.8,Electronics,Amex,3D Secure,Online,Windows PC,4009.24,0,11.0,48.4,5,6,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,0,failed_again
txn_09967,50.68,Utilities,RuPay,3D Secure,Online,Android Phone,3837.86,0,2.8,2.5,22,0,Connection timeout during authorization,bank_timeout,retry_upi,120,recovered
txn_08138,45.32,Healthcare,Amex,3D Secure,In-App,Android Phone,2202.24,0,25.5,37.3,21,3,"Issuer server not responding, request expired",bank_timeout,no_retry,120,failed_again
txn_19923,6.53,Streaming,Visa,3D Secure,Online,iPhone,6363.83,0,32.8,24.6,16,0,Gateway unreachable - network failure,network_error,delay_2hr_retry,30,recovered
txn_17057,161.37,Travel,Mastercard,3D Secure,POS,Smart Watch,5300.01,0,12.6,23.5,10,6,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_wallet,120,failed_again
txn_12241,1721.26,Travel,Visa,OTP,In-App,iPhone,3028.72,0,25.0,38.5,1,6,OTP verification failed - incorrect code entered,otp_fail,delay_2hr_retry,30,failed_again
txn_04817,45.28,Online Retail,Mastercard,3D Secure,POS,iPhone,6037.44,1,32.6,8.1,5,3,ISO8583 message parsing error,network_error,retry_same_card,120,failed_again
txn_08482,17.19,Gaming,Mastercard,Biometric,POS,Mac,618.4,0,13.4,74.5,10,4,Customer authentication failed - OTP mismatch,otp_fail,delay_2hr_retry,30,failed_again
txn_15381,60.14,Groceries,Mastercard,3D Secure,Online,Android Phone,2524.84,0,36.1,28.8,12,3,Gateway timeout - issuing bank unreachable,bank_timeout,delay_2hr_retry,0,failed_again
txn_03060,5.14,Streaming,RuPay,Biometric,Online,Android Phone,5509.91,0,8.9,66.8,18,4,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,360,recovered
txn_14960,148.02,Healthcare,Visa,Biometric,Online,POS Terminal,2032.93,0,32.0,38.9,10,6,Connection timeout during authorization,bank_timeout,delay_2hr_retry,120,recovered
txn_02449,35.65,Groceries,Mastercard,OTP,Contactless,Tablet,416.76,0,36.0,25.5,1,0,Bank server did not respond in time,bank_timeout,delay_2hr_retry,0,recovered
txn_15923,52.19,Groceries,Mastercard,Biometric,Online,Tablet,2618.46,0,13.9,56.9,17,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,retry_upi,120,recovered
txn_15265,43.02,Utilities,Mastercard,PIN,Contactless,POS Terminal,3728.16,0,23.9,55.8,17,3,Network error - request could not be completed,network_error,delay_2hr_retry,120,recovered
txn_00004,1.69,Streaming,Visa,No Authentication,POS,Android Phone,1345.29,0,28.9,56.2,22,6,Connection timeout during authorization,bank_timeout,no_retry,120,failed_again
txn_16276,9.03,Streaming,Amex,Biometric,Online,Windows PC,1581.53,0,9.5,25.3,1,4,"Issuer server not responding, request expired",bank_timeout,retry_same_card,120,recovered
txn_12349,13.07,Streaming,Visa,OTP,Online,Android Phone,2927.95,0,22.6,19.7,3,5,3DS authentication timeout after 30s,otp_fail,no_retry,30,failed_again
txn_11067,541.12,Electronics,Discover,No Authentication,Online,Android Phone,1087.63,0,16.3,37.0,17,0,Expiry date validation failed,card_expired,retry_wallet,120,failed_again
txn_13906,177.14,Electronics,Visa,OTP,Contactless,iPhone,1623.34,0,27.5,49.4,4,5,Available balance too low for this transaction,insufficient_funds,delay_2hr_retry,0,recovered
txn_15307,6.61,Fuel,Visa,Biometric,Online,Android Phone,551.14,0,17.3,37.7,0,6,Connection reset before response received,network_error,delay_2hr_retry,30,recovered
txn_08643,95.51,Online Retail,Visa,No Authentication,POS,POS Terminal,11568.09,0,5.5,32.3,6,3,Transaction blocked - suspicious activity detected,risk_block,retry_wallet,360,failed_again
txn_08724,13.75,Gift Cards,Visa,3D Secure,Online,Android Phone,877.76,0,0.0,55.0,16,6,Gateway unreachable - network failure,network_error,retry_same_card,0,recovered
txn_00345,128.62,Online Retail,Mastercard,PIN,Contactless,Android Phone,266.83,0,21.7,38.8,13,2,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,failed_again
txn_06189,153.12,Groceries,Visa,PIN,Online,iPhone,1307.66,0,8.5,30.1,18,4,Decline code 51: Not enough balance,insufficient_funds,no_retry,360,failed_again
txn_17242,26.24,Healthcare,Mastercard,3D Secure,Online,Android Phone,12980.27,0,11.9,38.4,20,5,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,120,failed_again
txn_11883,74.43,Groceries,Visa,No Authentication,Online,Windows PC,553.48,0,18.1,45.0,7,2,Available balance too low for this transaction,insufficient_funds,delay_2hr_retry,30,recovered
txn_18278,329.96,Online Retail,Visa,3D Secure,ATM,POS Terminal,2095.45,1,9.3,26.6,3,5,Bank server did not respond in time,bank_timeout,retry_upi,30,recovered
txn_12934,121.3,Groceries,Amex,Biometric,POS,POS Terminal,2529.36,0,7.0,5.9,14,5,Card flagged for review - high risk score,risk_block,retry_wallet,0,recovered
txn_03316,27.27,Online Retail,Amex,OTP,In-App,Windows PC,4135.65,1,14.3,45.9,2,1,"Issuer server not responding, request expired",bank_timeout,retry_same_card,0,recovered
txn_19388,32.22,Groceries,Mastercard,3D Secure,In-App,iPhone,2518.11,0,16.2,40.1,3,5,"Issuer server not responding, request expired",bank_timeout,no_retry,0,failed_again
txn_05249,42.17,Utilities,Mastercard,PIN,POS,iPhone,1584.54,0,17.1,31.9,7,4,"Issuer server not responding, request expired",bank_timeout,no_retry,0,failed_again
txn_05382,18.22,Online Retail,Mastercard,Biometric,POS,iPhone,4101.63,0,33.0,16.3,13,0,Gateway timeout - issuing bank unreachable,bank_timeout,retry_same_card,360,failed_again
txn_13709,26.78,Gaming,Amex,OTP,POS,Android Phone,3799.17,0,21.6,59.2,5,2,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,360,failed_again
txn_00043,13.39,Gift Cards,Visa,Biometric,Contactless,POS Terminal,330.99,0,33.5,100.0,18,1,ISO8583 message parsing error,network_error,no_retry,30,failed_again
txn_13304,124.73,Groceries,Visa,PIN,Online,Tablet,3978.02,0,17.5,14.0,6,6,Connection timeout during authorization,bank_timeout,retry_wallet,360,recovered
txn_10260,161.69,Groceries,Mastercard,OTP,In-App,POS Terminal,269.74,0,12.5,54.8,18,3,Connection reset before response received,network_error,no_retry,360,failed_again
txn_00796,11.35,Online Retail,Mastercard,3D Secure,POS,iPhone,13361.37,0,29.5,18.4,22,1,Gateway timeout - issuing bank unreachable,bank_timeout,no_retry,360,failed_again
txn_10027,137.31,Restaurants,Mastercard,OTP,ATM,ATM Machine,2214.63,0,14.5,45.2,19,2,Gateway unreachable - network failure,network_error,no_retry,120,failed_again
txn_14308,49.79,Fuel,Visa,No Authentication,In-App,Android Phone,2894.58,0,0.0,33.0,22,1,Customer authentication failed - OTP mismatch,otp_fail,no_retry,30,failed_again
txn_02550,12.76,Restaurants,Visa,Biometric,In-App,POS Terminal,1102.89,0,19.0,49.0,10,3,Customer authentication failed - OTP mismatch,otp_fail,retry_wallet,120,failed_again
txn_14625,35.97,Online Retail,Mastercard,Biometric,POS,Smart Watch,2830.0,0,40.2,36.9,7,3,ISO8583 message parsing error,network_error,retry_wallet,0,failed_again
txn_13611,15.61,Streaming,Amex,Biometric,Online,POS Terminal,3703.37,0,18.0,14.7,20,6,Gateway timeout - issuing bank unreachable,bank_timeout,retry_wallet,120,recovered
txn_07531,45.99,Restaurants,Visa,Biometric,POS,Smart Watch,1977.1,0,10.0,37.3,11,5,Network error - request could not be completed,network_error,delay_2hr_retry,360,failed_again
txn_17461,113.69,Restaurants,RuPay,PIN,Online,Android Phone,6928.42,0,47.3,34.1,2,5,"Issuer server not responding, request expired",bank_timeout,retry_wallet,30,failed_again
txn_03101,181.26,Healthcare,Mastercard,3D Secure,In-App,Android Phone,2790.74,0,12.0,54.9,5,0,Decline code 51: Not enough balance,insufficient_funds,retry_upi,360,recovered
txn_16817,9.16,Online Retail,Mastercard,3D Secure,ATM,Windows PC,3940.77,0,13.8,27.7,12,2,Customer authentication failed - OTP mismatch,otp_fail,delay_2hr_retry,30,recovered
txn_11249,32.79,Electronics,Mastercard,Biometric,In-App,POS Terminal,1274.63,0,31.9,32.7,9,2,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,360,failed_again
txn_13824,131.71,Utilities,Mastercard,3D Secure,POS,Windows PC,2219.65,1,37.5,25.3,13,3,Bank server did not respond in time,bank_timeout,delay_2hr_retry,30,failed_again
txn_00047,2.65,Streaming,Mastercard,PIN,ATM,iPhone,1788.58,0,16.3,19.7,16,5,Connection reset before response received,network_error,retry_wallet,120,recovered
txn_19829,343.6,Electronics,Visa,OTP,Contactless,iPhone,920.64,1,19.8,34.3,23,6,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,0,failed_again
txn_19382,39.22,Streaming,Mastercard,3D Secure,POS,Android Phone,689.34,0,33.2,10.9,6,4,Connection timeout during authorization,bank_timeout,retry_same_card,360,failed_again
txn_04308,31.22,Groceries,Visa,No Authentication,Online,Android Phone,1460.06,0,25.8,62.3,4,4,Connection reset before response received,network_error,no_retry,360,failed_again
txn_16169,138.5,Restaurants,Discover,PIN,POS,POS Terminal,4039.53,0,16.4,37.9,9,4,Bank server did not respond in time,bank_timeout,retry_upi,0,failed_again
txn_04230,3.26,Fuel,Visa,3D Secure,ATM,Windows PC,897.22,1,26.1,24.3,12,1,Card flagged for review - high risk score,risk_block,retry_same_card,30,failed_again
txn_04915,90.44,Gaming,Mastercard,3D Secure,Contactless,POS Terminal,6600.81,0,10.4,68.3,7,3,Card expired - decline code 54,card_expired,retry_wallet,120,failed_again
txn_17628,4.84,Streaming,Mastercard,3D Secure,ATM,iPhone,1775.37,0,19.1,13.0,0,1,"Issuer server not responding, request expired",bank_timeout,retry_same_card,30,failed_again
txn_15911,98.18,Groceries,Mastercard,Biometric,In-App,Tablet,2273.03,0,14.0,43.9,1,0,Bank server did not respond in time,bank_timeout,delay_2hr_retry,30,recovered
txn_09890,72.79,Gaming,Visa,Biometric,POS,Android Phone,8592.6,0,12.7,51.7,11,6,Connection timeout during authorization,bank_timeout,delay_2hr_retry,120,failed_again
txn_15133,40.44,Restaurants,Visa,3D Secure,POS,Windows PC,183.1,0,28.8,31.2,19,4,Network error - request could not be completed,network_error,retry_wallet,0,recovered
txn_17813,54.8,Online Retail,Amex,No Authentication,Contactless,iPhone,4923.79,0,5.2,28.1,20,3,3DS authentication timeout after 30s,otp_fail,retry_same_card,120,recovered
txn_08970,87.19,Restaurants,Mastercard,No Authentication,POS,Android Phone,2284.49,0,5.3,17.4,22,5,TXN_FAILED: Insufficient balance in account,insufficient_funds,no_retry,360,failed_again
txn_10463,24.92,Healthcare,Visa,3D Secure,POS,Android Phone,2902.29,2,12.4,18.2,15,4,3DS authentication timeout after 30s,otp_fail,retry_upi,120,failed_again
txn_16786,663.97,Electronics,Visa,3D Secure,Online,Android Phone,2114.89,1,10.2,37.2,23,0,NPCI: UPI PIN retries exceeded,otp_fail,retry_same_card,30,failed_again
txn_05894,58.46,Online Retail,Amex,PIN,POS,Tablet,3312.65,0,33.4,37.4,5,0,Gateway unreachable - network failure,network_error,retry_upi,0,recovered
txn_05457,119.94,Electronics,Mastercard,OTP,Online,Windows PC,2933.51,0,11.5,57.2,11,5,Bank server did not respond in time,bank_timeout,no_retry,30,failed_again
txn_08301,20.61,Groceries,Visa,OTP,In-App,Android Phone,2690.35,0,3.9,21.1,9,4,Do Not Honour - Bank declined due to risk parameters,risk_block,delay_2hr_retry,120,recovered
txn_12398,31.88,Gaming,Visa,3D Secure,Online,Smart Watch,6410.48,0,4.9,52.2,5,1,Card expired - decline code 54,card_expired,retry_same_card,0,failed_again
txn_02190,7.35,Utilities,Mastercard,3D Secure,Contactless,iPhone,1154.06,0,15.9,37.2,22,0,Connection timeout during authorization,bank_timeout,retry_upi,120,failed_again
txn_07918,26.55,Restaurants,Mastercard,PIN,Online,iPhone,5989.99,1,20.4,23.0,17,3,3DS authentication timeout after 30s,otp_fail,retry_same_card,30,recovered
txn_14144,58.21,Restaurants,Mastercard,PIN,POS,Mac,17597.37,0,18.3,27.3,13,3,Connection reset before response received,network_error,retry_same_card,30,failed_again
txn_02603,9.21,Streaming,Mastercard,No Authentication,POS,POS Terminal,1474.7,0,18.6,38.4,6,0,TXN_FAILED: Insufficient balance in account,insufficient_funds,delay_2hr_retry,30,recovered
txn_16671,16.35,Online Retail,Mastercard,3D Secure,Online,Windows PC,847.99,0,0.0,30.6,10,1,Transaction blocked - suspicious activity detected,risk_block,retry_same_card,360,failed_again
txn_09949,8.71,Fuel,Mastercard,PIN,In-App,iPhone,1231.65,0,16.5,34.4,1,5,Do Not Honour - Insufficient funds,insufficient_funds,retry_wallet,0,recovered
txn_10276,109.2,Groceries,Mastercard,No Authentication,Online,ATM Machine,11632.37,1,10.0,36.6,22,6,"Issuer server not responding, request expired",bank_timeout,retry_same_card,120,failed_again
txn_13771,124.96,Gaming,Mastercard,Biometric,ATM,Android Phone,2661.74,1,10.7,69.5,18,3,Card flagged for review - high risk score,risk_block,retry_same_card,0,failed_again
txn_14893,171.39,Travel,Visa,OTP,Online,Mac,2525.03,0,22.0,33.8,23,1,Do Not Honour - Bank declined due to risk parameters,risk_block,retry_upi,0,failed_again
txn_11694,269.13,Groceries,Mastercard,3D Secure,Online,Android Phone,204.86,0,22.0,13.2,4,3,Do Not Honour - Insufficient funds,insufficient_funds,delay_2hr_retry,30,recovered
txn_09124,28.98,Restaurants,Discover,3D Secure,ATM,iPhone,2743.71,0,23.5,31.7,7,3,Connection timeout during authorization,bank_timeout,delay_2hr_retry,30,recovered
txn_04984,96.01,Restaurants,Mastercard,3D Secure,Online,Android Phone,2397.39,0,38.2,40.2,12,4,Transaction blocked - suspicious activity detected,risk_block,delay_2hr_retry,120,failed_again
txn_10181,44.49,Online Retail,Visa,PIN,POS,iPhone,697.59,0,2.8,13.4,11,2,Decline code 51: Not enough balance,insufficient_funds,retry_same_card,360,recovered
txn_15364,612.75,Electronics,Visa,3D Secure,In-App,iPhone,2441.98,1,10.2,27.0,3,4,Card flagged for review - high risk score,risk_block,delay_2hr_retry,120,failed_again
txn_12615,34.87,Groceries,Visa,3D Secure,POS,Android Phone,2368.84,0,22.7,27.2,7,3,Gateway unreachable - network failure,network_error,retry_upi,30,recovered
